ts_utc,label,sample,openemr_cpu_pct,openemr_mem_mib,openemr_mem_limit_mib,openemr_mem_pct,openemr_pids,database_cpu_pct,database_mem_mib,database_mem_limit_mib,database_mem_pct,database_pids,agent_cpu_pct,agent_mem_mib,agent_mem_limit_mib,agent_mem_pct,agent_pids,caddy_cpu_pct,caddy_mem_mib,caddy_mem_limit_mib,caddy_mem_pct,caddy_pids,httpd_procs,httpd_cap,threads_connected,host_mem_total_mb,host_mem_used_mb,host_mem_available_mb,load1
2026-09-18T23:45:18Z,idle,1,0.12,100.6,3915.8,2.57,33,0.01,201.2,3915.8,5.14,14,0.11,92.9,3915.8,2.37,8,0.04,52.5,3915.8,1.34,8,8,250,1,3915,997,2918,1.03
2026-09-18T23:45:25Z,idle,2,0.14,103.8,3915.8,2.65,33,0.01,201.2,3915.8,5.14,14,26.34,92.9,3915.8,2.37,8,0.45,52.6,3915.8,1.34,8,8,250,1,3915,1016,2899,0.87
2026-09-18T23:45:32Z,idle,3,0.13,103.8,3915.8,2.65,33,0.01,201.3,3915.8,5.14,14,0.10,92.9,3915.8,2.37,8,0.04,52.6,3915.8,1.34,8,8,250,1,3915,1014,2901,0.80
2026-09-18T23:45:40Z,idle,4,0.13,103.8,3915.8,2.65,33,0.00,201.3,3915.8,5.14,14,0.11,92.9,3915.8,2.37,8,0.00,52.6,3915.8,1.34,8,8,250,1,3915,1017,2898,0.68
2026-09-18T23:45:47Z,idle,5,0.11,103.8,3915.8,2.65,33,0.01,201.3,3915.8,5.14,14,0.11,92.9,3915.8,2.37,8,0.00,52.6,3915.8,1.34,8,8,250,1,3915,1017,2898,0.63
2026-09-18T23:45:54Z,idle,6,0.13,104.0,3915.8,2.66,33,4.30,201.3,3915.8,5.14,14,0.11,92.9,3915.8,2.37,8,0.00,52.6,3915.8,1.34,8,8,250,1,3915,1015,2900,0.58
2026-09-18T23:46:01Z,idle,7,0.10,104.0,3915.8,2.66,33,0.01,201.3,3915.8,5.14,14,0.12,92.9,3915.8,2.37,8,0.00,52.6,3915.8,1.34,8,8,250,1,3915,1018,2897,0.49
2026-09-18T23:46:09Z,idle,8,0.12,104.0,3915.8,2.66,33,0.01,201.3,3915.8,5.14,14,0.14,92.9,3915.8,2.37,8,0.05,52.6,3915.8,1.34,8,8,250,1,3915,1019,2896,0.45
2026-09-18T23:46:16Z,idle,9,0.12,104.0,3915.8,2.66,33,0.02,201.3,3915.8,5.14,13,0.10,92.9,3915.8,2.37,8,0.00,52.6,3915.8,1.34,8,8,250,1,3915,1018,2897,0.38
2026-09-18T23:46:23Z,idle,10,0.11,102.4,3915.8,2.61,33,0.01,201.3,3915.8,5.14,13,0.10,92.9,3915.8,2.37,8,0.10,52.7,3915.8,1.35,8,8,250,1,3915,1013,2902,0.35
2026-09-18T23:46:30Z,idle,11,0.13,102.4,3915.8,2.61,33,0.01,201.3,3915.8,5.14,12,0.13,92.9,3915.8,2.37,8,0.25,52.8,3915.8,1.35,8,8,250,1,3915,1011,2904,0.29
2026-09-18T23:46:38Z,idle,12,0.13,94.5,3915.8,2.41,33,0.01,201.3,3915.8,5.14,12,0.12,92.9,3915.8,2.37,8,0.16,52.9,3915.8,1.35,8,8,250,1,3915,1006,2909,0.27
2026-09-18T23:46:45Z,idle,13,0.10,94.5,3915.8,2.41,33,0.01,201.3,3915.8,5.14,12,0.11,92.9,3915.8,2.37,8,0.08,52.9,3915.8,1.35,8,8,250,1,3915,1009,2906,0.23
